Text,Location,Source,Timestamp,Category,pre_reason,cluster,final_category,is_wrong,error_reason,predicted_category,correct
"Extreme heatwave conditions observed in Pune, Maharashtra.","Pune, Maharashtra",Local News,2025-09-26T07:27:26Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Wildfire spreading rapidly in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",District Collector Office,2023-01-01T13:54:35Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including drought affecting Jaipur, Rajasthan with severe impact.","Jaipur, Rajasthan",District Collector Office,2024-04-17T12:49:26Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including hailstorm affecting Madurai, Tamil Nadu with severe impact.","Madurai, Tamil Nadu",NDTV News,2024-06-15T05:36:59Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Heavy rainfall has caused flooding in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Weather Dept,2024-06-22T07:12:45Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Air quality dropped to hazardous levels in Pune, Maharashtra.","Pune, Maharashtra",District Collector Office,2024-06-19T07:28:46Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Wildfire spreading rapidly in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",The Hindu,2023-12-09T01:52:35Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Hailstorm damaging crops and vehicles in Kochi, Kerala.","Kochi, Kerala",Twitter,2023-08-02T05:26:23Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Wildfire spreading rapidly in Bengaluru, Karnataka.","Bengaluru, Karnataka",NDTV News,2023-10-13T22:35:01Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Heavy rainfall has caused flooding in Hyderabad, Telangana.","Hyderabad, Telangana",IMD Bulletin,2024-08-02T01:09:44Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Heavy rainfall has caused flooding in Kolkata, West Bengal.","Kolkata, West Bengal",The Hindu,2023-02-22T01:16:33Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Thunderstorm with lightning strikes in Hyderabad, Telangana.","Hyderabad, Telangana",IMD Bulletin,2023-09-29T23:34:40Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Hailstorm damaging crops and vehicles in Kolkata, West Bengal.","Kolkata, West Bengal",Local News,2023-12-17T23:44:36Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Wildfire spreading rapidly in Katpadi, Vellore.","Katpadi, Vellore",NDTV News,2023-02-26T01:35:51Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Landslides triggered due to rainfall in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",IMD Bulletin,2023-10-27T06:49:19Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Multiple climate events including drought affecting Delhi, NCR with severe impact.","Delhi, NCR",The Hindu,2025-05-08T07:37:04Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Landslides triggered due to rainfall in Delhi, NCR.","Delhi, NCR",Weather Dept,2025-09-27T18:43:44Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Heavy rainfall has caused flooding in Kochi, Kerala.","Kochi, Kerala",Weather Dept,2024-04-23T06:29:40Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Thunderstorm with lightning strikes in Katpadi, Vellore.","Katpadi, Vellore",Weather Dept,2024-05-10T21:50:13Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Extreme heatwave conditions observed in Mumbai, Maharashtra.","Mumbai, Maharashtra",NDTV News,2025-01-25T19:06:07Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Severe drought affecting water supply in Delhi, NCR.","Delhi, NCR",NDTV News,2025-08-01T23:11:42Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Wildfire spreading rapidly in Katpadi, Vellore.","Katpadi, Vellore",Weather Dept,2023-09-24T11:20:07Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Thunderstorm with lightning strikes in Hyderabad, Telangana.","Hyderabad, Telangana",Local News,2024-12-17T09:32:58Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Heavy rainfall has caused flooding in Hyderabad, Telangana.","Hyderabad, Telangana",The Hindu,2023-11-26T12:55:45Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Severe drought affecting water supply in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",District Collector Office,2023-09-13T21:45:10Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Hailstorm damaging crops and vehicles in Jaipur, Rajasthan.","Jaipur, Rajasthan",The Hindu,2025-07-21T06:30:49Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Wildfire spreading rapidly in Mysuru, Karnataka.","Mysuru, Karnataka",Local News,2024-05-07T07:13:36Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including cyclone affecting Guwahati, Assam with severe impact.","Guwahati, Assam",Weather Dept,2023-02-22T04:20:37Z,CYCLONE,General climate event,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Extreme heatwave conditions observed in Kolkata, West Bengal.","Kolkata, West Bengal",Local News,2024-01-20T03:42:11Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Extreme heatwave conditions observed in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",IMD Bulletin,2025-06-05T04:49:25Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Heavy rainfall has caused flooding in Bengaluru, Karnataka.","Bengaluru, Karnataka",IMD Bulletin,2024-07-15T19:14:54Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Extreme heatwave conditions observed in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Twitter,2024-04-18T13:34:52Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Thunderstorm with lightning strikes in Kolkata, West Bengal.","Kolkata, West Bengal",The Hindu,2025-02-02T14:51:37Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cold wave with very low temperatures in Kolkata, West Bengal.","Kolkata, West Bengal",Twitter,2023-11-14T17:27:10Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Cyclone causing strong winds and rain in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",District Collector Office,2023-07-05T23:54:50Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Extreme heatwave conditions observed in Munnar, Kerala.","Munnar, Kerala",Local News,2024-11-10T19:22:16Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Hailstorm damaging crops and vehicles in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",Twitter,2025-10-04T19:02:13Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including drought affecting Anantapur, Andhra Pradesh with severe impact.","Anantapur, Andhra Pradesh",Twitter,2024-06-25T10:32:08Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Wildfire spreading rapidly in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",Twitter,2025-04-28T17:03:13Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Cyclone causing strong winds and rain in Kochi, Kerala.","Kochi, Kerala",Twitter,2025-07-29T07:08:43Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including landslide affecting Mysuru, Karnataka with severe impact.","Mysuru, Karnataka",IMD Bulletin,2024-04-23T10:50:44Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Thunderstorm with lightning strikes in Kochi, Kerala.","Kochi, Kerala",The Hindu,2024-04-24T04:14:21Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cold wave with very low temperatures in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",IMD Bulletin,2025-03-22T15:10:15Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Landslides triggered due to rainfall in Jaipur, Rajasthan.","Jaipur, Rajasthan",NDTV News,2024-11-16T20:00:28Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Wildfire spreading rapidly in Bengaluru, Karnataka.","Bengaluru, Karnataka",The Hindu,2024-02-26T04:34:06Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Extreme heatwave conditions observed in Mysuru, Karnataka.","Mysuru, Karnataka",Twitter,2024-04-02T00:30:47Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Multiple climate events including floods affecting Guwahati, Assam with severe impact.","Guwahati, Assam",Weather Dept,2023-03-02T12:46:59Z,FLOODS,Indicates rainfall or water overflow event,9,FLOODS,False,Correctly clustered,FLOODS,True
"Cyclone causing strong winds and rain in Munnar, Kerala.","Munnar, Kerala",The Hindu,2025-04-03T11:14:33Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Heavy rainfall has caused flooding in Pune, Maharashtra.","Pune, Maharashtra",The Hindu,2023-01-17T12:57:14Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Hailstorm damaging crops and vehicles in Warangal, Telangana.","Warangal, Telangana",IMD Bulletin,2025-03-21T10:56:57Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Wildfire spreading rapidly in Bengaluru, Karnataka.","Bengaluru, Karnataka",Weather Dept,2025-08-27T20:46:15Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including hailstorm affecting Munnar, Kerala with severe impact.","Munnar, Kerala",NDTV News,2024-09-01T15:05:06Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Wildfire spreading rapidly in Bengaluru, Karnataka.","Bengaluru, Karnataka",Local News,2024-04-04T10:39:41Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including air_pollution affecting Delhi, NCR with severe impact.","Delhi, NCR",IMD Bulletin,2023-12-25T03:17:57Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Cyclone causing strong winds and rain in Hyderabad, Telangana.","Hyderabad, Telangana",The Hindu,2024-07-17T18:10:27Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Wildfire spreading rapidly in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",NDTV News,2024-11-26T00:22:40Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Hailstorm damaging crops and vehicles in Mumbai, Maharashtra.","Mumbai, Maharashtra",Local News,2023-03-19T21:30:24Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including landslide affecting Coimbatore, Tamil Nadu with severe impact.","Coimbatore, Tamil Nadu",Weather Dept,2023-12-10T01:44:50Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Extreme heatwave conditions observed in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",Weather Dept,2023-08-01T01:52:52Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Severe drought affecting water supply in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",District Collector Office,2025-07-04T15:17:00Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Air quality dropped to hazardous levels in Mumbai, Maharashtra.","Mumbai, Maharashtra",Weather Dept,2024-06-07T13:24:02Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cyclone causing strong winds and rain in Bengaluru, Karnataka.","Bengaluru, Karnataka",Local News,2023-05-18T18:06:57Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including cyclone affecting Visakhapatnam, Andhra Pradesh with severe impact.","Visakhapatnam, Andhra Pradesh",Twitter,2024-05-29T21:35:14Z,CYCLONE,General climate event,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Thunderstorm with lightning strikes in Katpadi, Vellore.","Katpadi, Vellore",NDTV News,2024-05-10T05:20:31Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Severe drought affecting water supply in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",The Hindu,2024-04-09T20:03:17Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Severe drought affecting water supply in Warangal, Telangana.","Warangal, Telangana",NDTV News,2025-03-15T05:17:24Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Multiple climate events including thunderstorm affecting Madurai, Tamil Nadu with severe impact.","Madurai, Tamil Nadu",NDTV News,2023-11-07T14:41:53Z,THUNDERSTORM,Indicates thunderstorm activity,0,THUNDERSTORM,False,Correctly clustered,THUNDERSTORM,True
"Landslides triggered due to rainfall in Bengaluru, Karnataka.","Bengaluru, Karnataka",The Hindu,2024-06-03T04:21:49Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Air quality dropped to hazardous levels in Bengaluru, Karnataka.","Bengaluru, Karnataka",Weather Dept,2024-11-14T10:12:18Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cold wave with very low temperatures in Mysuru, Karnataka.","Mysuru, Karnataka",Weather Dept,2024-10-09T11:22:18Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including floods affecting Chennai, Tamil Nadu with severe impact.","Chennai, Tamil Nadu",NDTV News,2024-11-25T21:37:08Z,FLOODS,Indicates rainfall or water overflow event,9,FLOODS,False,Correctly clustered,FLOODS,True
"Multiple climate events including wildfire affecting Hyderabad, Telangana with severe impact.","Hyderabad, Telangana",Local News,2023-11-29T17:18:07Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Hailstorm damaging crops and vehicles in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",The Hindu,2023-02-19T07:44:30Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including wildfire affecting Warangal, Telangana with severe impact.","Warangal, Telangana",IMD Bulletin,2023-07-31T16:26:25Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Landslides triggered due to rainfall in Warangal, Telangana.","Warangal, Telangana",Twitter,2023-07-21T15:19:51Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Thunderstorm with lightning strikes in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Weather Dept,2023-01-11T08:06:42Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Heavy rainfall has caused flooding in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",District Collector Office,2023-04-07T18:00:32Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Extreme heatwave conditions observed in Kolkata, West Bengal.","Kolkata, West Bengal",District Collector Office,2025-04-15T13:51:25Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Air quality dropped to hazardous levels in Bengaluru, Karnataka.","Bengaluru, Karnataka",NDTV News,2024-01-01T14:27:14Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cold wave with very low temperatures in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",The Hindu,2023-03-09T21:02:24Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Thunderstorm with lightning strikes in Jaipur, Rajasthan.","Jaipur, Rajasthan",Weather Dept,2023-05-03T16:41:15Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cyclone causing strong winds and rain in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Weather Dept,2025-10-29T18:35:14Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Air quality dropped to hazardous levels in Katpadi, Vellore.","Katpadi, Vellore",The Hindu,2023-10-17T11:17:45Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Hailstorm damaging crops and vehicles in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Weather Dept,2025-06-08T18:50:39Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Heavy rainfall has caused flooding in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",NDTV News,2023-05-06T00:18:49Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Cold wave with very low temperatures in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",Twitter,2025-04-11T14:22:30Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Hailstorm damaging crops and vehicles in Kolkata, West Bengal.","Kolkata, West Bengal",IMD Bulletin,2023-01-08T19:30:37Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Cyclone causing strong winds and rain in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",District Collector Office,2025-08-02T19:32:45Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including landslide affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",The Hindu,2023-03-14T21:10:09Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including floods affecting Kochi, Kerala with severe impact.","Kochi, Kerala",IMD Bulletin,2023-07-18T08:46:20Z,FLOODS,Indicates rainfall or water overflow event,9,FLOODS,False,Correctly clustered,FLOODS,True
"Heavy rainfall has caused flooding in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Weather Dept,2024-07-10T15:38:26Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Severe drought affecting water supply in Jaipur, Rajasthan.","Jaipur, Rajasthan",IMD Bulletin,2023-07-04T22:41:17Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Air quality dropped to hazardous levels in Munnar, Kerala.","Munnar, Kerala",Local News,2025-10-22T21:13:48Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Heavy rainfall has caused flooding in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",IMD Bulletin,2024-03-10T18:24:15Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Cyclone causing strong winds and rain in Kolkata, West Bengal.","Kolkata, West Bengal",IMD Bulletin,2025-05-16T20:03:15Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Cold wave with very low temperatures in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",Twitter,2023-04-29T12:47:47Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Landslides triggered due to rainfall in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",District Collector Office,2025-08-20T19:44:07Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Multiple climate events including wildfire affecting Mysuru, Karnataka with severe impact.","Mysuru, Karnataka",The Hindu,2025-12-10T05:43:52Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Cold wave with very low temperatures in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",NDTV News,2023-06-21T12:00:22Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Air quality dropped to hazardous levels in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",Weather Dept,2025-10-03T01:34:24Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cold wave with very low temperatures in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Local News,2024-10-15T10:17:10Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including hailstorm affecting Coimbatore, Tamil Nadu with severe impact.","Coimbatore, Tamil Nadu",Local News,2025-08-18T18:01:42Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Extreme heatwave conditions observed in Jaipur, Rajasthan.","Jaipur, Rajasthan",Local News,2025-05-25T22:13:57Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Hailstorm damaging crops and vehicles in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",NDTV News,2025-09-20T06:29:45Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including wildfire affecting Guwahati, Assam with severe impact.","Guwahati, Assam",NDTV News,2024-11-17T15:12:25Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Extreme heatwave conditions observed in Kochi, Kerala.","Kochi, Kerala",Weather Dept,2023-07-31T23:55:11Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Wildfire spreading rapidly in Mysuru, Karnataka.","Mysuru, Karnataka",NDTV News,2025-05-21T22:03:40Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Cyclone causing strong winds and rain in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",The Hindu,2023-10-09T07:50:40Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including wildfire affecting Kochi, Kerala with severe impact.","Kochi, Kerala",District Collector Office,2025-02-28T09:31:39Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Cold wave with very low temperatures in Hyderabad, Telangana.","Hyderabad, Telangana",The Hindu,2024-05-01T17:38:25Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Landslides triggered due to rainfall in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",NDTV News,2025-05-29T10:08:28Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Thunderstorm with lightning strikes in Delhi, NCR.","Delhi, NCR",The Hindu,2024-03-03T12:45:07Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Cold wave with very low temperatures in Pune, Maharashtra.","Pune, Maharashtra",NDTV News,2024-01-22T08:39:33Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Wildfire spreading rapidly in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",NDTV News,2023-11-20T18:09:54Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Air quality dropped to hazardous levels in Delhi, NCR.","Delhi, NCR",Twitter,2024-10-28T19:15:23Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
